顾客编号,销售月份,销售金额,销售日期
447,201501,15.9176,1
447,201503,31.54406,1
447,201504,102.98964,3
448,201501,10.9,1
449,201501,17.1,1
450,201501,29.6,1
450,201503,376.2466,6
450,201504,58.66428,2
451,201501,42.261399999999995,1
452,201501,24.9,1
453,201501,81.97934000000001,3
453,201502,97.61616000000001,4
453,201503,158.92272000000003,2
453,201504,46.98224,2
454,201501,110.34840000000001,6
454,201502,227.27437999999998,4
454,201503,78.01588,3
454,201504,494.7366799999999,11
455,201501,26.6,1
456,201501,78.0,1
456,201502,72.0,1
457,201501,38.63608,2
457,201503,52.050399999999996,3
458,201501,46.2994,4
458,201502,78.23328000000001,2
459,201501,96.1024,4
459,201502,11.9,1
459,201504,41.64502,2
460,201501,117.19999999999999,1
461,201501,180.9642,5
461,201502,200.06614,5
461,201503,303.56524,7
461,201504,196.74648,5
462,201501,29.4,1
463,201501,76.9,1
464,201501,151.97376,4
464,201503,176.50974000000002,3
464,201504,302.40404,2
465,201501,51.02624,1
465,201502,118.22696,1
465,201504,49.416880000000006,1
466,201501,226.51360000000003,4
466,201502,87.26400000000001,2
466,201503,48.7892,1
466,201504,28.900000000000002,1
467,201501,95.6,1
468,201501,102.41344000000001,2
469,201501,110.56644,5
469,201502,89.16040000000001,1
469,201503,302.63456,4
470,201501,45.9028,1
470,201502,78.2,1
470,201504,50.9,1
471,201501,120.14920000000001,1
472,201501,28.799999999999997,1
472,201502,106.80000000000001,1
473,201501,63.94776,1
474,201501,254.6648800000001,6
474,201502,90.97869999999999,4
474,201503,9.5,1
474,201504,141.64928,3
475,201501,4.30368,1
476,201501,53.88132,5
476,201502,11.367920000000002,1
476,201503,86.63408000000003,5
476,201504,44.24596,2
477,201501,88.46656000000002,3
478,201501,26.2234,1
479,201501,44.4,1
480,201501,13.2,1
480,201502,25.75068,1
480,201503,77.10000000000001,1
481,201501,49.5,2
481,201503,66.0,1
482,201501,104.91148,4
482,201502,64.08712,2
482,201503,27.311799999999998,2
483,201501,39.455439999999996,1
483,201502,104.48100000000001,4
483,201503,268.37044,5
483,201504,30.13404,1
484,201501,136.41984000000002,3
484,201502,156.67455999999999,2
484,201503,305.80792,8
484,201504,143.93144000000004,6
485,201501,31.730719999999998,2
485,201502,122.20324,2
486,201501,167.66892,1
487,201501,65.47236,2
487,201502,118.67468000000002,3
487,201503,167.92056000000005,3
487,201504,30.438920000000003,1
488,201501,84.06556,4
488,201502,10.3,1
488,201504,50.7,2
489,201501,33.36972,2
489,201503,101.03564,2
490,201501,31.299999999999997,1
490,201502,164.1416,1
491,201501,36.1088,1
491,201504,65.7452,3
492,201501,74.4632,1
492,201503,210.44779999999997,2
493,201501,28.416000000000004,1
494,201501,25.3848,1
495,201501,21.779999999999998,1
495,201502,32.67344,1
496,201501,138.6,1
496,201503,239.8,1
497,201501,179.44524000000004,8
497,201502,94.807,7
497,201503,29.764999999999997,5
497,201504,22.69656,2
498,201501,39.4,1
498,201502,95.19999999999999,1
499,201501,129.40000000000003,2
499,201502,26.6,1
499,201504,177.50000000000003,3
500,201501,88.2376,1
501,201501,67.5,2
501,201502,124.86160000000002,1
501,201503,41.07124,1
501,201504,49.833760000000005,1
502,201501,48.22,1
503,201501,67.45544000000001,3
504,201501,20.3416,2
505,201501,17.44948,1
506,201501,135.8646,3
506,201502,60.072239999999994,3
506,201504,163.60167999999996,2
507,201501,165.08400000000003,3
507,201502,98.85948,2
507,201503,109.6,1
508,201501,139.28755999999998,1
509,201501,403.05943999999994,6
509,201502,107.0,2
509,201503,150.23952,3
509,201504,183.99400000000003,3
510,201501,49.1904,2
510,201504,69.91834,2
511,201501,46.5,1
511,201504,116.20032,1
512,201501,144.75840000000002,3
512,201502,65.03659999999999,4
512,201503,85.94280000000002,4
513,201501,108.60000000000002,3
513,201502,136.0,1
513,201504,51.50000000000001,1
514,201501,39.44096,1
515,201501,72.04488,3
515,201503,226.03104000000002,4
516,201501,75.76971999999999,4
516,201502,236.24334000000002,5
517,201501,27.799999999999997,1
517,201502,17.8,1
517,201503,36.0,1
518,201501,125.5,1
519,201501,133.70000000000002,2
519,201503,77.8,2
520,201501,184.5,2
520,201502,464.1,1
521,201501,71.35992,1
522,201501,119.2,2
522,201502,73.7,1
522,201503,225.10000000000005,1
523,201501,121.20600000000002,2
524,201501,222.67072,4
524,201502,60.9,1
524,201503,137.014,2
525,201501,58.754799999999996,1
525,201503,27.764000000000003,1
526,201501,719.4999999999999,2
527,201501,161.30000000000004,2
527,201503,49.300000000000004,1
527,201504,13.23936,1
528,201501,55.057880000000004,2
529,201501,60.829440000000005,3
529,201502,40.60976,1
530,201501,4.69704,1
530,201502,10.7504,1
530,201503,21.55012,1
531,201501,62.22112,1
531,201502,143.60000000000002,1
532,201501,114.5,1
532,201502,97.0,1
532,201503,99.0,1
533,201501,194.03329999999997,5
533,201502,253.0384,4
533,201503,26.799999999999997,1
533,201504,75.18792,5
534,201501,29.7,1
534,201504,21.6,1
535,201501,195.6,1
536,201501,26.9,1
537,201501,79.14840000000001,1
537,201503,38.08068,1
538,201501,21.422559999999997,1
538,201502,385.86519999999996,1
538,201503,262.84719999999993,2
539,201501,209.39612,4
539,201502,219.64200000000002,3
540,201501,30.37728,1
541,201501,22.54,1
542,201501,156.22104000000002,3
542,201502,169.69468,4
542,201503,22.11848,1
542,201504,206.95080000000004,2
543,201501,25.9,1
543,201502,34.3104,1
544,201501,11.3,1
545,201501,70.96400000000001,1
546,201501,53.81032,1
546,201502,59.756400000000006,1
546,201503,35.227999999999994,1
547,201501,199.66316,2
547,201503,247.32855999999998,4
547,201504,373.6348999999999,4
548,201501,54.81,1
548,201502,68.0336,2
548,201503,132.7924,3
548,201504,195.57080000000002,2
549,201501,60.57999999999999,1
549,201502,52.3,1
550,201501,87.7,1
551,201501,343.64911999999987,4
551,201503,134.9,1
551,201504,86.39852,3
552,201501,74.1328,1
553,201501,234.77176,7
553,201502,346.57124000000005,5
553,201503,231.21792000000002,7
553,201504,344.3238,6
554,201501,178.62222000000003,2
554,201502,98.58464,1
554,201503,170.25278000000003,2
554,201504,59.68451999999999,2
555,201501,55.0,1
556,201501,384.56391999999994,5
556,201502,150.72776000000005,2
557,201501,31.6,1
557,201502,84.0,2
558,201501,59.497400000000006,1
559,201501,52.44644,1
559,201502,57.55224,1
560,201501,153.03514,2
561,201501,35.71792,1
562,201501,3.5,1
562,201502,138.01136,2
562,201503,18.9,1
562,201504,4.21836,1
563,201501,236.00988,4
563,201502,171.85060000000004,3
563,201503,177.95588000000006,4
563,201504,109.01512000000001,3
564,201501,63.3246,2
564,201503,81.9,1
565,201501,38.4,1
566,201501,56.0696,1
566,201502,133.07255999999998,2
566,201504,155.5608,3
567,201501,18.602,1
568,201501,38.8,2
568,201502,225.9,1
569,201501,3.0,1
569,201502,51.2964,2
569,201503,84.1152,4
569,201504,13.6896,1
570,201501,243.9028,2
571,201501,90.1828,1
572,201501,28.551479999999998,1
572,201502,5.37848,2
572,201504,96.38872,4
573,201501,258.33532,2
573,201502,167.66960000000003,2
573,201503,116.80000000000001,1
573,201504,36.0,1
574,201501,38.60726,2
575,201501,160.01639999999998,2
575,201502,78.63812,2
576,201501,68.12264,4
576,201502,31.4754,1
576,201503,13.816,1
577,201501,38.33212,1
578,201501,129.7286,3
578,201503,32.129560000000005,1
578,201504,58.12864,5
579,201501,78.34,2
579,201502,32.502520000000004,2
580,201501,9.2,1
581,201501,28.487600000000004,2
581,201502,19.6,1
581,201503,42.699999999999996,1
581,201504,7.6,1
582,201501,29.9,1
582,201504,88.5,1
583,201501,7.9,1
584,201501,65.79104000000001,2
585,201501,3.28748,1
586,201501,109.9,1
587,201501,51.698800000000006,1
587,201502,61.24412000000001,2
588,201501,155.28,1
588,201503,156.94,2
589,201501,142.52396000000002,1
590,201501,131.34828000000002,2
590,201502,52.599999999999994,2
590,201503,46.199999999999996,1
590,201504,75.048,2
591,201501,86.88440000000001,2
591,201503,85.98048,3
591,201504,110.28692000000002,4
592,201501,132.34682,4
592,201502,236.43928000000005,6
592,201503,244.36836000000005,7
592,201504,45.0,2
593,201501,29.073600000000003,1
593,201502,43.70388000000001,2
593,201503,60.13096,2
593,201504,59.92392,2
594,201501,155.38416,4
595,201501,40.81604000000001,2
595,201502,183.70000000000002,1
596,201501,125.37816,3
596,201502,231.70979999999997,1
597,201501,165.71214,4
597,201502,24.005440000000004,1
597,201503,64.34400000000001,1
597,201504,85.05160000000002,2
598,201501,70.24,1
598,201504,59.1368,1
599,201501,76.9,1
599,201502,81.97656,1
599,201504,53.60134,1
600,201501,50.8,4
600,201502,103.60000000000001,2
600,201503,11.899999999999999,1
601,201501,212.4676,1
601,201502,15.76292,3
601,201503,20.1,1
601,201504,82.32690000000001,2
602,201501,66.4002,1
603,201501,65.6399,1
604,201501,157.2629,3
604,201502,17.18472,2
604,201503,116.41380000000001,4
604,201504,173.30590000000004,7
605,201501,46.92659999999999,1
606,201501,10.354719999999999,1
607,201501,127.48443999999999,2
608,201501,469.2,1
608,201503,105.4,1
609,201501,146.15616000000003,3
609,201502,181.18155999999993,2
609,201503,430.90223999999995,4
609,201504,309.34028,6
610,201501,60.4,3
610,201502,64.16127999999999,3
610,201503,11.428640000000001,2
611,201501,40.62,2
612,201501,63.1528,1
613,201501,96.0,1
613,201502,426.0758,2
614,201501,115.04936000000002,4
614,201502,187.65040000000002,3
614,201503,154.26422,3
614,201504,187.61416000000003,4
615,201501,51.659200000000006,2
615,201502,18.700000000000003,1
615,201503,9.1,2
615,201504,15.8,1
616,201501,117.51644,2
616,201502,112.75004000000003,2
617,201501,90.41220000000001,5
617,201502,25.63168,2
617,201504,79.12344,7
618,201501,28.655,2
619,201501,163.3,4
619,201502,287.91600000000005,4
619,201503,415.6664,6
619,201504,77.7,2
620,201501,150.50924000000003,4
620,201503,92.77672000000001,5
621,201501,268.03334,7
621,201502,128.42380000000003,2
621,201503,59.709920000000004,2
622,201501,132.9,1
622,201504,98.7,1
623,201501,22.59048,1
623,201503,43.3,1
623,201504,10.5662,1
624,201501,29.464740000000003,1
624,201503,37.33288,1
625,201501,122.1851,2
625,201503,73.0004,1
626,201501,31.8564,1
626,201502,206.74731999999997,4
626,201503,153.72364000000002,2
626,201504,85.78384,1
627,201501,40.38000000000001,2
627,201502,226.27496,2
627,201503,17.23108,3
627,201504,110.67135999999999,5
628,201501,283.7475999999999,2
628,201502,308.5,1
629,201501,51.72204000000001,2
629,201503,333.8007999999999,1
630,201501,123.40000000000002,2
630,201502,66.2,1
631,201501,16.8592,1
632,201501,28.1,1
633,201501,18.904799999999998,1
634,201501,134.94632000000001,2
634,201502,35.54124,1
635,201501,179.60000000000002,2
636,201501,54.099999999999994,1
636,201503,149.39999999999998,1
636,201504,130.7272,1
637,201501,98.42058000000002,4
637,201503,68.05199999999999,3
637,201504,105.26624000000001,4
638,201501,9.4,1
639,201501,36.73768,1
640,201501,49.656,2
640,201503,68.71648,3
640,201504,40.9936,2
641,201501,14.8,1
642,201501,131.98148,3
642,201502,67.4,2
642,201503,168.70232000000004,3
642,201504,136.98296000000002,3
643,201501,32.969,2
644,201501,110.90599999999999,4
644,201502,4.4352,1
644,201503,87.77192,5
644,201504,178.62223999999998,7
645,201501,7.8,1
645,201502,101.5,1
645,201504,5.5,2
646,201501,33.7084,1
646,201502,137.83832,2
646,201503,29.1444,1
646,201504,69.71440000000001,1
647,201501,104.72682,1
647,201502,31.89824,1
647,201504,21.192080000000004,1
648,201501,27.757839999999998,1
649,201501,16.208640000000003,1
650,201501,17.355839999999997,1
650,201503,56.006400000000006,2
650,201504,57.916000000000004,3
651,201501,31.51712,1
651,201502,72.07496,2
651,201503,251.02048000000002,3
652,201501,24.3,1
653,201501,18.9,1
654,201501,15.5,1
654,201502,521.5,2
655,201501,22.9,1
656,201501,118.05508,2
656,201503,43.057919999999996,1
657,201501,11.971400000000001,1
657,201504,192.90976,2
658,201501,254.48558,4
658,201502,16.4,1
658,201503,77.5316,2
658,201504,139.49360000000001,2
659,201501,64.31960000000001,1
659,201504,25.813640000000003,1
660,201501,113.17107999999999,1
660,201502,311.67067999999995,1
661,201501,33.080560000000006,2
661,201502,93.31036,2
661,201503,9.81676,1
661,201504,63.72896,4
662,201501,201.19504,3
663,201501,16.69212,1
664,201501,19.5,1
664,201503,41.4,1
664,201504,152.26976000000002,1
665,201501,123.9356,2
665,201502,72.0,1
665,201504,10.9,1
666,201501,125.97692,5
666,201502,468.7283999999999,8
666,201503,266.45871999999997,3
666,201504,217.18536,5
667,201501,155.03436,2
668,201501,50.65378,2
668,201502,9.9664,1
668,201503,45.705600000000004,1
669,201501,199.21768,4
669,201504,169.77730000000003,1
670,201501,224.25903999999997,3
670,201502,37.6,1
671,201501,39.3,1
671,201502,15.600000000000001,1
672,201501,105.70380000000002,1
673,201501,117.15816,2
673,201503,26.9,1
673,201504,38.679460000000006,1
674,201501,153.6,1
675,201501,102.33244,3
675,201502,308.13756,6
675,201504,57.046279999999996,1
676,201501,89.79328000000002,2
676,201502,9.7,1
676,201503,36.975919999999995,1
676,201504,61.0858,1
677,201501,304.61003999999997,3
677,201502,394.7712,4
677,201503,5.3,1
677,201504,30.675759999999997,1
678,201501,94.4464,1
678,201504,23.735440000000004,1
679,201501,14.49208,1
679,201504,36.300000000000004,1
680,201501,39.699999999999996,1
680,201502,61.699999999999996,1
681,201501,98.9792,3
681,201502,7.68,1
682,201501,215.07592,3
682,201502,48.56064,2
682,201503,493.90554,7
682,201504,34.4154,1
683,201501,36.50655999999999,1
683,201502,6.811399999999999,1
683,201503,13.72,1
683,201504,27.59996,2
684,201501,60.599639999999994,3
684,201502,180.96160000000006,3
684,201503,76.6,1
684,201504,44.83752,2
685,201501,24.9,1
686,201501,76.924,1
687,201501,91.2128,4
687,201502,325.4,2
688,201501,109.2,1
689,201501,71.43520000000001,5
689,201503,61.224940000000004,5
689,201504,172.47694,8
690,201501,58.7,1
691,201501,73.72,1
692,201501,20.65192,1
693,201501,88.08879999999999,1
693,201502,30.5,1
693,201503,12.84,1
694,201501,27.2596,1
694,201504,14.9,1
695,201501,29.9,1
696,201501,47.0776,2
697,201501,91.2896,2
697,201503,78.5,2
697,201504,47.6,1
698,201501,132.7518,2
698,201502,190.56647999999998,3
698,201503,312.1227200000001,5
698,201504,86.46908,2
699,201501,72.0,1
700,201501,110.47919999999999,1
701,201501,14.9,1
701,201503,34.8,1
702,201501,50.98428,2
703,201501,11.173440000000001,1
704,201501,102.39999999999999,1
704,201503,14.600000000000001,1
704,201504,47.330799999999996,2
705,201501,55.67759999999999,1
706,201501,54.71456,2
706,201502,203.40640000000002,2
706,201504,129.06436000000002,3
707,201501,3.3,1
708,201501,60.00944000000001,1
709,201501,86.93947999999999,1
710,201501,90.2,1
711,201501,228.24,2
712,201501,62.599999999999994,1
712,201504,53.14207999999999,1
713,201501,55.2432,2
713,201504,33.130919999999996,1
714,201501,10.0,1
714,201502,12.628499999999999,1
715,201501,26.7,1
716,201501,57.5,1
716,201502,735.6607599999999,6
716,201504,68.9932,1
717,201501,68.4,1
718,201501,89.54032000000001,4
718,201502,48.900000000000006,2
718,201503,309.99248,2
718,201504,16.661640000000002,1
719,201501,37.4,2
719,201504,109.52000000000001,2
720,201501,27.403200000000002,1
721,201501,94.60168,2
721,201504,52.375719999999994,2
722,201501,72.90964000000001,2
722,201502,34.912400000000005,2
722,201503,19.132,1
723,201501,86.27848,4
724,201501,100.94376,1
725,201501,27.91832,1
726,201501,52.534,1
726,201502,323.46952,5
727,201501,51.03672,2
727,201504,28.1316,1
728,201501,28.9,1
728,201504,46.90304,1
729,201501,115.74535999999999,5
729,201502,289.28903999999994,5
729,201503,31.70016,2
729,201504,153.18012000000002,6
730,201501,178.303,3
730,201503,281.12336,5
730,201504,446.66636,6
731,201501,7.012,2
731,201502,41.044639999999994,4
731,201503,31.6077,3
731,201504,33.76146,4
732,201501,173.25664000000003,3
732,201502,34.5826,1
732,201503,58.362559999999995,2
732,201504,266.12528000000003,3
733,201501,94.64656000000001,2
733,201502,103.91100000000002,4
733,201503,111.27376000000001,2
733,201504,158.65148000000002,2
734,201501,21.79864,1
735,201501,51.23612,2
736,201501,91.04804,2
736,201502,36.7,1
736,201503,82.97472,2
736,201504,47.0,1
737,201501,123.02528,2
738,201501,46.60719999999999,2
738,201502,27.0,1
738,201503,16.0,1
739,201501,25.8,2
739,201502,342.63248,1
740,201501,6.00064,1
740,201502,79.81716,1
740,201503,25.6826,1
740,201504,122.46576,3
741,201501,80.512,2
741,201502,33.16216,1
741,201504,16.4816,1
742,201501,60.24512000000001,2
743,201501,59.505599999999994,1
743,201502,18.9,1
744,201501,23.24284,1
745,201501,242.80620000000005,4
745,201502,135.8372,2
745,201504,201.99648,2
746,201501,694.4184,2
746,201504,90.54596000000001,1
747,201501,118.9,1
748,201501,33.8,1
748,201502,134.60000000000002,2
748,201504,60.5,2
749,201501,122.17087999999998,3
750,201501,192.66856,4
750,201502,67.45728000000001,2
750,201504,61.10324,2
751,201501,45.12064000000001,1
751,201504,227.10000000000005,2
752,201501,164.18696,2
752,201502,207.45952,3
752,201503,207.2945,3
752,201504,128.73980000000003,4
753,201501,38.19248,1
753,201502,24.232,1
753,201504,81.39464,1
754,201501,78.77287999999999,3
754,201502,20.7604,1
754,201504,175.96616,2
755,201501,56.36408,1
755,201503,65.044,1
755,201504,46.099999999999994,1
756,201501,135.66752,2
757,201501,38.603280000000005,1
757,201502,31.6264,1
757,201503,41.31484,1
758,201501,318.206,4
758,201502,323.17859999999996,4
758,201503,283.72678000000013,4
758,201504,170.30409999999998,2
759,201501,35.1,1
759,201504,44.5,1
760,201501,23.838,1
761,201501,14.950719999999999,1
761,201502,57.31036,1
761,201503,328.97432,6
761,201504,90.5544,4
762,201501,9.70672,1
763,201501,125.548,2
763,201502,238.56768000000002,1
763,201503,227.22808000000003,4
763,201504,215.53668000000002,3
764,201501,50.099999999999994,1
764,201504,56.0,2
765,201501,33.1836,1
765,201504,41.694399999999995,1
766,201501,39.450799999999994,1
766,201503,68.9323,4
766,201504,212.55268,6
767,201501,23.25408,1
768,201501,43.26688,1
769,201501,40.803960000000004,3
769,201502,55.45648,2
769,201503,206.84460000000004,5
769,201504,103.61417999999999,4
770,201501,88.6804,1
770,201502,62.8,1
770,201503,216.7852,3
770,201504,153.30143999999999,3
771,201501,21.425440000000002,1
772,201501,42.77304,2
773,201501,13.0,1
773,201502,76.40048,2
773,201503,20.8,1
773,201504,12.744,1
774,201501,218.9,1
774,201502,117.5,1
774,201504,30.531360000000003,1
775,201501,18.626800000000003,1
776,201501,16.9931,1
777,201501,38.82,2
777,201503,8.9,1
777,201504,30.541999999999998,2
778,201501,11.712800000000001,1
779,201501,76.81008,3
779,201503,61.15344,1
779,201504,11.09304,1
780,201501,95.54432,3
780,201502,16.9,1
780,201503,170.90584,3
780,201504,33.235200000000006,1
781,201501,25.166000000000004,1
782,201501,32.92,1
782,201502,667.0799999999999,2
782,201503,145.86388000000002,2
782,201504,79.366,1
783,201501,63.961000000000006,2
783,201502,53.651120000000006,1
783,201503,284.19124,6
783,201504,299.62774,6
784,201501,50.2,1
785,201501,168.38624000000002,4
785,201502,63.5514,3
785,201503,46.888000000000005,1
785,201504,41.99999999999999,1
786,201501,43.0802,2
786,201502,86.46400000000001,1
786,201504,76.0024,2
787,201501,159.0464,2
787,201502,124.04560000000001,1
787,201503,155.0004,1
787,201504,91.80000000000001,1
788,201501,81.37796000000002,1
788,201504,105.58852,2
789,201501,115.19291999999999,1
789,201503,102.4,3
790,201501,103.13256,1
791,201501,215.81956000000002,3
791,201503,54.00112,1
791,201504,180.54432000000003,3
792,201501,73.97568,2
792,201502,227.17324000000002,4
792,201503,210.84384,5
792,201504,43.2,1
793,201501,26.100800000000003,1
794,201501,82.56868,1
795,201501,52.7652,1
795,201502,10.7,1
795,201503,6.7,1
796,201501,206.50575999999998,2
796,201502,651.8559199999997,5
796,201503,142.2,1
796,201504,166.54316000000003,3
797,201501,49.099999999999994,1
797,201504,62.36879999999999,1
798,201501,2.9605799999999998,1
799,201501,50.979240000000004,1
800,201501,46.19176,1
800,201502,18.9,1
801,201501,43.288199999999996,2
801,201503,44.1104,2
802,201501,27.9,1
803,201501,86.64524,2
803,201502,463.5436799999999,5
803,201503,42.9368,2
803,201504,187.371,5
804,201501,135.87668,2
804,201503,160.36440000000002,4
804,201504,76.04152,1
805,201501,59.95192000000001,3
805,201502,143.08028,2
805,201503,60.9992,3
805,201504,138.15464000000003,4
806,201501,25.9,1
807,201501,36.22308,2
808,201501,25.0584,1
808,201503,38.93599999999999,1
808,201504,49.46476,1
809,201501,108.14228,2
809,201502,58.92448,3
810,201501,77.3,2
811,201501,41.64608,3
811,201502,87.84296,3
811,201503,89.68400000000001,3
811,201504,25.990879999999997,2
812,201501,42.0,2
812,201502,98.88736,3
813,201501,6.74076,1
814,201501,13.4148,1
814,201502,234.90072,3
814,201504,93.3,2
815,201501,10.40544,1
816,201501,136.31112,2
816,201502,61.61888,2
816,201504,101.42400000000002,3
817,201501,73.64855999999999,1
818,201501,30.414,1
818,201502,70.56519999999999,1
819,201501,26.7,1
819,201502,282.55303999999995,3
819,201503,187.25923999999998,4
819,201504,309.27452000000005,6
820,201501,20.8056,1
820,201503,11.968000000000002,1
821,201501,23.68,1
822,201501,22.476480000000002,1
823,201501,113.85535999999999,1
824,201501,102.64920000000001,1
824,201503,29.8,1
825,201501,119.72,1
826,201501,46.25328,1
826,201502,3.9,1
827,201501,171.24528000000007,3
827,201503,83.43296000000001,2
828,201501,10.018800000000002,1
829,201501,11.1,1
830,201501,23.0,1
831,201501,115.52783999999997,5
832,201501,155.79164,1
833,201501,142.29468000000003,2
833,201502,159.11664000000002,1
833,201503,16.85628,1
833,201504,53.9,1
834,201501,482.2818399999998,3
834,201502,472.10796,6
834,201503,494.1303199999998,7
834,201504,52.84891999999999,1
835,201501,52.94656,2
835,201502,95.66233999999999,6
835,201503,211.72866000000005,9
835,201504,108.18936000000002,4
836,201501,103.05959999999999,1
836,201502,327.35676,2
836,201504,185.67007999999998,1
837,201501,314.0480000000001,2
838,201501,29.412440000000004,1
838,201503,55.003,1
839,201501,616.6407999999998,4
839,201502,34.6,1
839,201503,137.808,1
840,201501,71.1344,1
841,201501,914.7271599999998,2
842,201501,39.304,1
842,201502,226.05248000000003,2
842,201503,98.53999999999999,1
842,201504,355.6093,3
843,201501,108.43961999999999,2
843,201503,180.95004,4
843,201504,131.9603,2
844,201501,45.6449,2
844,201504,37.6,1
845,201501,58.16794000000001,5
845,201502,59.12429999999999,1
845,201503,467.0,4
845,201504,15.3794,2
846,201501,36.9,1
846,201502,94.6,2
846,201503,45.6,2
846,201504,86.3,2
847,201501,393.5556000000001,3
847,201502,213.52895999999998,4
847,201503,212.51919999999998,3
847,201504,292.02,5
848,201501,27.60852,1
849,201501,97.5,1
849,201502,309.93104000000005,2
849,201503,190.81808,1
849,201504,24.9,1
850,201501,18.75008,1
851,201501,76.75120000000001,2
851,201503,23.88288,1
851,201504,44.1198,1
852,201501,62.900000000000006,1
853,201501,98.85079999999999,2
853,201502,90.49019999999999,3
853,201503,264.52164000000005,7
853,201504,64.47999999999999,1
854,201501,31.9,1
854,201502,20.3,1
855,201501,66.10000000000001,1
856,201501,27.02492,1
857,201501,77.5417,2
857,201502,246.5,1
857,201503,48.15742,2
857,201504,48.988,2
858,201501,88.6,1
858,201503,52.196239999999996,1
859,201501,157.73876,3
859,201502,31.36326,1
860,201501,18.0,1
860,201502,143.7544,1
861,201501,153.82028000000003,2
862,201501,43.316720000000004,1
862,201502,97.60399999999998,2
862,201503,68.57104000000001,2
863,201501,36.6,1
863,201502,71.69999999999999,1
864,201501,29.4,1
865,201501,72.36304000000001,1
865,201502,126.07152000000002,2
866,201501,94.4248,1
866,201502,551.05232,3
866,201503,110.64399999999999,2
866,201504,162.91244,4
867,201501,102.69999999999999,2
867,201504,44.46972,1
868,201501,293.07468,2
869,201501,29.6,1
870,201501,13.6,1
870,201504,10.8,1
871,201501,81.10000000000001,1
871,201502,79.51516,3
871,201503,463.75344000000007,6
871,201504,261.49024,5
872,201501,27.8292,1
873,201501,59.9,1
873,201503,13.19224,1
874,201501,11.19378,1
874,201503,144.79932000000002,2
874,201504,90.04244,2
875,201501,94.72556,1
875,201504,206.32376000000002,1
876,201501,101.37604,1
877,201501,18.20312,1
877,201503,179.49368,3
877,201504,134.79072000000002,2
878,201501,108.93616000000002,3
878,201503,37.342999999999996,2
878,201504,31.21502,1
879,201501,85.5504,2
879,201502,40.4692,1
879,201504,144.05248000000003,2
880,201501,50.3027,1
880,201502,7.0,1
881,201501,101.29012,3
881,201502,12.62832,1
881,201503,9.899999999999999,1
881,201504,33.751,1
882,201501,20.942239999999998,1
883,201501,155.72896000000003,2
883,201504,11.4,1
884,201501,58.413599999999995,1
885,201501,38.283,1
885,201503,29.38336,1
886,201501,7.98,1
886,201502,7.49072,1
886,201503,11.2788,1
886,201504,28.05716,3
887,201501,58.800000000000004,1
887,201502,164.94840000000002,1
887,201503,117.78376000000002,1
888,201501,35.682,1
889,201501,76.0,1
889,201502,376.8476,1
889,201503,77.5488,1
890,201501,21.200000000000003,1
891,201501,15.628,1
891,201503,52.50132,2
892,201501,148.67526,1
893,201501,38.949839999999995,1
893,201502,23.95128,1
893,201503,14.8,1
894,201501,28.04484,1
894,201502,32.3,1
894,201504,51.592439999999996,1
895,201501,5.05612,1
896,201501,250.99275999999998,3
897,201501,119.24048,2
897,201503,76.3792,1
898,201501,28.463,1
898,201503,52.390719999999995,2
899,201501,23.3,1
899,201504,45.6,1
900,201501,190.6011,1
900,201502,43.736799999999995,1
900,201503,40.192,1
901,201501,24.5704,1
901,201503,24.68112,1
902,201501,12.68184,2
902,201502,14.029320000000002,1
902,201503,29.74948,1
903,201501,58.0,1
903,201502,34.5488,1
904,201501,26.23812,1
905,201501,397.60999999999996,3
906,201501,17.8,1
906,201503,135.00108,2
907,201501,11.8,1
907,201502,32.62992,3
907,201504,67.9112,2
908,201501,50.0,2
909,201501,105.1184,1
909,201502,81.49999999999999,1
910,201501,45.8264,1
910,201503,179.53916000000004,3
910,201504,33.7148,1
911,201501,143.04644000000002,2
911,201502,373.6848,4
911,201504,100.24148000000001,2
912,201501,24.4788,1
913,201501,208.97684,4
913,201502,316.42575999999997,4
913,201503,73.6072,1
913,201504,165.8282,3
914,201501,106.66704000000001,3
914,201503,93.47910000000002,3
915,201501,129.65632000000002,2
915,201503,38.279399999999995,1
915,201504,33.9,1
916,201501,24.26656,1
916,201502,106.10680000000002,3
916,201503,77.54182000000002,2
916,201504,321.39868,4
917,201501,72.66368,1
917,201502,19.6,1
917,201503,46.303999999999995,1
918,201501,19.44992,1
919,201501,92.8904,2
920,201501,44.8052,1
921,201501,54.803999999999995,1
921,201503,47.9,1
922,201501,138.5168,1
922,201504,98.0,1
923,201501,72.8016,1
923,201504,73.3512,1
924,201501,92.9,1
924,201502,173.9,1
924,201503,115.0,1
925,201501,179.03984,3
925,201502,1097.37906,7
925,201503,133.78464,3
925,201504,148.59372000000002,3
926,201501,83.47099999999999,1
927,201501,93.60000000000001,1
928,201501,216.4,1
928,201502,211.9,1
929,201501,89.01500000000001,1
930,201501,22.39224,1
931,201501,34.415800000000004,1
931,201502,114.0,1
932,201501,49.6892,1
932,201503,0.47759999999999997,1
933,201501,39.83226,1
933,201502,73.04186,3
933,201503,74.87584000000001,1
934,201501,74.47444,2
934,201503,112.68208000000001,2
935,201501,186.8,1
936,201501,149.53116000000003,3
936,201502,107.84812000000002,2
936,201503,169.19110000000003,4
936,201504,125.386,3
937,201501,25.09756,2
938,201501,28.992880000000003,1
939,201501,20.30742,1
